"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051016","GO:0051016","barbed-end actin filament capping","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"GSN",1
"GO:0060155","GO:0060155","platelet dense granule organization","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"AP1M1",1
"GO:0061042","GO:0061042","vascular wound healing","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"CXCR4",1
"GO:0061339","GO:0061339","establishment or maintenance of monopolar cell polarity","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"CDC42",1
"GO:0070861","GO:0070861","regulation of protein exit from endoplasmic reticulum","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"YOD1",1
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"TCF7L2",1
"GO:1903306","GO:1903306","negative regulation of regulated secretory pathway","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"BRAF",1
"GO:1905563","GO:1905563","negative regulation of vascular endothelial cell proliferation","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"MEF2C",1
"GO:1905709","GO:1905709","negative regulation of membrane permeability","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"NOL3",1
"GO:2000272","GO:2000272","negative regulation of signaling receptor activity","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"EPHB2",1
"GO:2000291","GO:2000291","regulation of myoblast proliferation","1/459","25/18986",0.04,1.65455337690632,0.515458310256127,0.457848749091677,0.744986926158983,0.70558005357718,"FGF7",1
"GO:0071772","GO:0071772","response to BMP","5/459","184/18986",0.0271739130434783,1.12401723974614,0.266071305853221,0.459505032073756,0.747071089727756,0.707553973106346,"FZD1/NBL1/CRIM1/ACVR2B/FKBP8",5
"GO:0071773","GO:0071773","cellular response to BMP stimulus","5/459","184/18986",0.0271739130434783,1.12401723974614,0.266071305853221,0.459505032073756,0.747071089727756,0.707553973106346,"FZD1/NBL1/CRIM1/ACVR2B/FKBP8",5
"GO:0002011","GO:0002011","morphogenesis of an epithelial sheet","2/459","64/18986",0.03125,1.29261982570806,0.369078976819324,0.460359778865149,0.747239771567412,0.707713732341418,"DDR1/ITGAV",2
"GO:0019674","GO:0019674","NAD metabolic process","2/459","64/18986",0.03125,1.29261982570806,0.369078976819324,0.460359778865149,0.747239771567412,0.707713732341418,"NUDT12/PCK2",2
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","2/459","64/18986",0.03125,1.29261982570806,0.369078976819324,0.460359778865149,0.747239771567412,0.707713732341418,"WDR74/RBM34",2
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","2/459","64/18986",0.03125,1.29261982570806,0.369078976819324,0.460359778865149,0.747239771567412,0.707713732341418,"YWHAE/TRIM28",2
"GO:0001101","GO:0001101","response to acid chemical","4/459","144/18986",0.0277777777777778,1.14899540062939,0.282487803239723,0.460980314215467,0.747637184424434,0.708090123624411,"RRAGA/RRAGC/RPTOR/PCNA",4
"GO:0009581","GO:0009581","detection of external stimulus","4/459","144/18986",0.0277777777777778,1.14899540062939,0.282487803239723,0.460980314215467,0.747637184424434,0.708090123624411,"CXCR4/CCDC66/NGFR/CEP250",4
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","8/459","306/18986",0.0261437908496732,1.08140743588648,0.225967221686067,0.461504589887615,0.747746911111063,0.708194046201723,"PRNP/DYNLL1/EPHB2/SEMA4D/PPP1R15B/TRIB1/SNCA/FKBP8",8
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","8/459","306/18986",0.0261437908496732,1.08140743588648,0.225967221686067,0.461504589887615,0.747746911111063,0.708194046201723,"PRNP/DYNLL1/EPHB2/SEMA4D/PPP1R15B/TRIB1/SNCA/FKBP8",8
"GO:0009191","GO:0009191","ribonucleoside diphosphate catabolic process","3/459","104/18986",0.0288461538461538,1.19318753142283,0.310943053302121,0.461799474248993,0.747746911111063,0.708194046201723,"UCP2/GALK1/RPTOR",3
"GO:0046031","GO:0046031","ADP metabolic process","3/459","104/18986",0.0288461538461538,1.19318753142283,0.310943053302121,0.461799474248993,0.747746911111063,0.708194046201723,"UCP2/GALK1/RPTOR",3
"GO:0032259","GO:0032259","methylation","6/459","225/18986",0.0266666666666667,1.10303558460421,0.244714441611705,0.46204553294127,0.747841082190425,0.708283236002093,"BCDIN3D/KMT5A/RBM15B/NDUFAF7/SMYD5/NDUFAF5",6
"GO:0003002","GO:0003002","regionalization","11/459","430/18986",0.0255813953488372,1.05814460150985,0.191959909748376,0.467453188554207,0.747993705390548,0.70842778603638,"PLXNA2/MEF2C/EN1/TTC21B/LHX2/NBL1/NEUROD1/WLS/GRSF1/ACVR2B/FKBP8",11
"GO:0002027","GO:0002027","regulation of heart rate","3/459","105/18986",0.0285714285714286,1.18182384064737,0.294064144110367,0.468054052337664,0.747993705390548,0.70842778603638,"HCN4/YWHAE/TPM1",3
"GO:0010906","GO:0010906","regulation of glucose metabolic process","3/459","105/18986",0.0285714285714286,1.18182384064737,0.294064144110367,0.468054052337664,0.747993705390548,0.70842778603638,"CLK2/TCF7L2/BCKDK",3
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","3/459","105/18986",0.0285714285714286,1.18182384064737,0.294064144110367,0.468054052337664,0.747993705390548,0.70842778603638,"CLK2/TCF7L2/SNCA",3
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","3/459","105/18986",0.0285714285714286,1.18182384064737,0.294064144110367,0.468054052337664,0.747993705390548,0.70842778603638,"CDK5/PRNP/EPHB2",3
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","3/459","105/18986",0.0285714285714286,1.18182384064737,0.294064144110367,0.468054052337664,0.747993705390548,0.70842778603638,"ZFAND2A/GABARAP/TRIB1",3
"GO:0006695","GO:0006695","cholesterol biosynthetic process","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"SCAP/QKI",2
"GO:0021545","GO:0021545","cranial nerve development","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"PLXNA3/EPHB2",2
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"GSN/TMSB4X",2
"GO:0050435","GO:0050435","amyloid-beta metabolic process","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"PRNP/PICALM",2
"GO:0051937","GO:0051937","catecholamine transport","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"SNCG/SNCA",2
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"AP3B2/KIF1B",2
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"SCAP/QKI",2
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"PRNP/EPHB2",2
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","2/459","65/18986",0.0307692307692308,1.27273336685101,0.346682565728068,0.468380330516722,0.747993705390548,0.70842778603638,"FGF7/MAGED1",2
"GO:0000470","GO:0000470","maturation of LSU-rRNA","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"RBM34",1
"GO:0001783","GO:0001783","B cell apoptotic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"ORMDL3",1
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"SYNE1",1
"GO:0006063","GO:0006063","uronic acid metabolic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"CRYL1",1
"GO:0006817","GO:0006817","phosphate ion transport","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"SLC17A6",1
"GO:0007274","GO:0007274","neuromuscular synaptic transmission","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"KIF1B",1
"GO:0009065","GO:0009065","glutamine family amino acid catabolic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"DDAH1",1
"GO:0009435","GO:0009435","NAD biosynthetic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"NUDT12",1
"GO:0010460","GO:0010460","positive regulation of heart rate","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"TPM1",1
"GO:0019585","GO:0019585","glucuronate metabolic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"CRYL1",1
"GO:0019985","GO:0019985","translesion synthesis","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"PCNA",1
"GO:0021542","GO:0021542","dentate gyrus development","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"NEUROD1",1
"GO:0031468","GO:0031468","nuclear membrane reassembly","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"CHMP3",1
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"CCT7",1
"GO:0032252","GO:0032252","secretory granule localization","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"KIF1B",1
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"ID2",1
"GO:0043501","GO:0043501","skeletal muscle adaptation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"TNNI1",1
"GO:0043931","GO:0043931","ossification involved in bone maturation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"SEMA4D",1
"GO:0044550","GO:0044550","secondary metabolite biosynthetic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"TRPC1",1
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"MALT1",1
"GO:0046339","GO:0046339","diacylglycerol metabolic process","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"DGKD",1
"GO:0048011","GO:0048011","neurotrophin TRK receptor signaling pathway","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"NDN",1
"GO:0048641","GO:0048641","regulation of skeletal muscle tissue development","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"MEF2C",1
"GO:0050860","GO:0050860","negative regulation of T cell receptor signaling pathway","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"PRNP",1
"GO:0060259","GO:0060259","regulation of feeding behavior","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"TTC21B",1
"GO:0060561","GO:0060561","apoptotic process involved in morphogenesis","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"PPP2R1B",1
"GO:0062009","GO:0062009","secondary palate development","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"FZD1",1
"GO:0070129","GO:0070129","regulation of mitochondrial translation","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"MTG2",1
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"XRCC5",1
"GO:1900078","GO:1900078","positive regulation of cellular response to insulin stimulus","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"GKAP1",1
"GO:1903588","GO:1903588","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"NGFR",1
"GO:2000042","GO:2000042","negative regulation of double-strand break repair via homologous recombination","1/459","26/18986",0.0384615384615385,1.59091670856377,0.47457282974298,0.47097292103234,0.747993705390548,0.70842778603638,"KMT5A",1
"GO:0006470","GO:0006470","protein dephosphorylation","4/459","146/18986",0.0273972602739726,1.13325573760707,0.254408131897504,0.471567690137121,0.748341071270231,0.708756777629912,"PTPRK/PPP2R1B/CDC14A/PPM1K",4
"GO:0009582","GO:0009582","detection of abiotic stimulus","4/459","146/18986",0.0273972602739726,1.13325573760707,0.254408131897504,0.471567690137121,0.748341071270231,0.708756777629912,"CXCR4/CCDC66/NGFR/CEP250",4
"GO:0007219","GO:0007219","Notch signaling pathway","5/459","187/18986",0.0267379679144385,1.10598487761118,0.229248458828732,0.473527141294483,0.750959463159506,0.711236666906689,"CCNC/HERC2/BMP2K/ARRB1/NEUROD4",5
"GO:0042692","GO:0042692","muscle cell differentiation","11/459","432/18986",0.025462962962963,1.05324578391027,0.17620467035965,0.473595038324211,0.750959463159506,0.711236666906689,"RAMP2/KRAS/MEF2C/NRG1/PTGFRN/LDB3/QKI/BIN3/SYNE1/TPM1/ID2",11
"GO:0006885","GO:0006885","regulation of pH","3/459","106/18986",0.0283018867924528,1.17067455913183,0.277351053656997,0.474276089457631,0.751440619443221,0.711692371919116,"SLC9A9/CLIC4/CREG1",3
"GO:0009062","GO:0009062","fatty acid catabolic process","3/459","106/18986",0.0283018867924528,1.17067455913183,0.277351053656997,0.474276089457631,0.751440619443221,0.711692371919116,"ECI1/PCK2/SLC25A17",3
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","6/459","228/18986",0.0263157894736842,1.088521958491,0.211657793486765,0.474729310551569,0.751859393551629,0.712088994527475,"MEF2C/EPHB2/MALT1/TRIB1/MAP2K3/PRPF8",6
"GO:0001885","GO:0001885","endothelial cell development","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"CLIC4/ARHGEF26",2
"GO:0006518","GO:0006518","peptide metabolic process","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"LANCL1/CPD",2
"GO:0032623","GO:0032623","interleukin-2 production","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"PRNP/MALT1",2
"GO:0032663","GO:0032663","regulation of interleukin-2 production","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"PRNP/MALT1",2
"GO:0044380","GO:0044380","protein localization to cytoskeleton","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"MARK4/CEP250",2
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"ARRB1/SNCA",2
"GO:0046503","GO:0046503","glycerolipid catabolic process","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"DDHD2/DGKD",2
"GO:0070050","GO:0070050","neuron cellular homeostasis","2/459","66/18986",0.0303030303030303,1.25344952795933,0.324647438943617,0.476329455554833,0.751999695798587,0.712221875338466,"TAOK1/ERC2",2
"GO:0001889","GO:0001889","liver development","4/459","147/18986",0.0272108843537415,1.12554651490226,0.24051573749373,0.476832572769853,0.7524954954893,0.712691449179366,"UCP2/CADM1/PCK2/PCNA",4
"GO:0032640","GO:0032640","tumor necrosis factor production","5/459","188/18986",0.0265957446808511,1.10010197932601,0.217107516596955,0.478175579356034,0.753083056649893,0.713247930669999,"ABCC8/CD47/EPHB2/HDAC2/SPHK2",5
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","5/459","188/18986",0.0265957446808511,1.10010197932601,0.217107516596955,0.478175579356034,0.753083056649893,0.713247930669999,"ABCC8/CD47/EPHB2/HDAC2/SPHK2",5
"GO:0035725","GO:0035725","sodium ion transmembrane transport","5/459","188/18986",0.0265957446808511,1.10010197932601,0.217107516596955,0.478175579356034,0.753083056649893,0.713247930669999,"ASIC4/SLC4A11/SLC9A9/HCN4/SLC17A6",5
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","3/459","107/18986",0.0280373831775701,1.15973367540162,0.260800231798092,0.480464613160581,0.753083056649893,0.713247930669999,"FGF7/RPTOR/MYDGF",3
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","3/459","107/18986",0.0280373831775701,1.15973367540162,0.260800231798092,0.480464613160581,0.753083056649893,0.713247930669999,"GPSM3/CHID1/EPHB2",3
"GO:0032526","GO:0032526","response to retinoic acid","3/459","107/18986",0.0280373831775701,1.15973367540162,0.260800231798092,0.480464613160581,0.753083056649893,0.713247930669999,"NCOA1/HDAC2/GDAP1",3
"GO:0043266","GO:0043266","regulation of potassium ion transport","3/459","107/18986",0.0280373831775701,1.15973367540162,0.260800231798092,0.480464613160581,0.753083056649893,0.713247930669999,"ABCC8/PRNP/YWHAE",3
"GO:0055123","GO:0055123","digestive system development","4/459","148/18986",0.027027027027027,1.11794147088265,0.226719614186304,0.482077333763986,0.753083056649893,0.713247930669999,"CLMP/WLS/ID2/ACVR2B",4
"GO:0045766","GO:0045766","positive regulation of angiogenesis","5/459","189/18986",0.0264550264550265,1.09428133393275,0.205031902997177,0.482810363059494,0.753083056649893,0.713247930669999,"RAMP2/CXCR4/STIM1/DDAH1/MYDGF",5
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","5/459","189/18986",0.0264550264550265,1.09428133393275,0.205031902997177,0.482810363059494,0.753083056649893,0.713247930669999,"PRNP/NOL3/TRPC1/CACNB3/SNCA",5
"GO:0000244","GO:0000244","spliceosomal tri-snRNP complex assembly","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"PRPF8",1
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"OLFM1",1
"GO:0006515","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"FBXL17",1
"GO:0009312","GO:0009312","oligosaccharide biosynthetic process","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"ST3GAL3",1
"GO:0017121","GO:0017121","plasma membrane phospholipid scrambling","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"XKR6",1
"GO:0021846","GO:0021846","cell proliferation in forebrain","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"NUMBL",1
"GO:0022010","GO:0022010","central nervous system myelination","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"CNTN2",1
"GO:0032291","GO:0032291","axon ensheathment in central nervous system","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"CNTN2",1
"GO:0032958","GO:0032958","inositol phosphate biosynthetic process","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"SNCA",1
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"HDAC2",1
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"PRKACB",1
"GO:0035313","GO:0035313","wound healing, spreading of epidermal cells","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"ITGAV",1
"GO:0036296","GO:0036296","response to increased oxygen levels","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"HDAC2",1
"GO:0036344","GO:0036344","platelet morphogenesis","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"MEF2C",1
"GO:0042026","GO:0042026","protein refolding","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"HSPA5",1
"GO:0051953","GO:0051953","negative regulation of amine transport","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"SNCA",1
"GO:0060333","GO:0060333","type II interferon-mediated signaling pathway","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"IFNGR2",1
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"PICALM",1
"GO:2000353","GO:2000353","positive regulation of endothelial cell apoptotic process","1/459","27/18986",0.037037037037037,1.53199386750585,0.435401466612311,0.48378006392507,0.753083056649893,0.713247930669999,"CD248",1
"GO:0006903","GO:0006903","vesicle targeting","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"EXOC2/TRAPPC9",2
"GO:0006956","GO:0006956","complement activation","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"CFD/SUSD4",2
"GO:0009583","GO:0009583","detection of light stimulus","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"CCDC66/CEP250",2
"GO:0030888","GO:0030888","regulation of B cell proliferation","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"MEF2C/EPHB2",2
"GO:0031100","GO:0031100","animal organ regeneration","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"UCP2/PCNA",2
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"ARRB1/CSK",2
"GO:0042446","GO:0042446","hormone biosynthetic process","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"SRD5A3/HSD17B8",2
"GO:0045912","GO:0045912","negative regulation of carbohydrate metabolic process","2/459","67/18986",0.0298507462686567,1.23474132604949,0.302961162858671,0.484205915067105,0.753083056649893,0.713247930669999,"CLK2/TCF7L2",2
"GO:0006641","GO:0006641","triglyceride metabolic process","3/459","108/18986",0.0277777777777778,1.14899540062939,0.244408239014477,0.48661868983595,0.755284258920861,0.715332698015235,"DDHD2/CNEP1R1/PCK2",3
"GO:0007631","GO:0007631","feeding behavior","3/459","108/18986",0.0277777777777778,1.14899540062939,0.244408239014477,0.48661868983595,0.755284258920861,0.715332698015235,"CNTN2/EN1/TTC21B",3
"GO:0009134","GO:0009134","nucleoside diphosphate catabolic process","3/459","108/18986",0.0277777777777778,1.14899540062939,0.244408239014477,0.48661868983595,0.755284258920861,0.715332698015235,"UCP2/GALK1/RPTOR",3
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","3/459","108/18986",0.0277777777777778,1.14899540062939,0.244408239014477,0.48661868983595,0.755284258920861,0.715332698015235,"SCAP/BCKDK/SNCA",3
"GO:2001257","GO:2001257","regulation of cation channel activity","3/459","108/18986",0.0277777777777778,1.14899540062939,0.244408239014477,0.48661868983595,0.755284258920861,0.715332698015235,"TMSB4X/STIM1/CACNB3",3
"GO:0071674","GO:0071674","mononuclear cell migration","6/459","231/18986",0.025974025974026,1.07438530967943,0.17903738412391,0.487326948707941,0.755284258920861,0.715332698015235,"CXCR4/ROR2/CD47/NBL1/CD99/CDC42",6
"GO:0008217","GO:0008217","regulation of blood pressure","5/459","190/18986",0.0263157894736842,1.088521958491,0.193020834496374,0.487430994955129,0.755284258920861,0.715332698015235,"RAMP2/HSD11B2/DDAH1/TPM1/ID2",5
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","5/459","190/18986",0.0263157894736842,1.088521958491,0.193020834496374,0.487430994955129,0.755284258920861,0.715332698015235,"KRAS/FGF7/DDR1/CLIC4/MAGED1",5
"GO:0051146","GO:0051146","striated muscle cell differentiation","8/459","314/18986",0.0254777070063694,1.05385565408046,0.151464132647885,0.490422407776213,0.755284258920861,0.715332698015235,"KRAS/MEF2C/NRG1/PTGFRN/LDB3/BIN3/SYNE1/TPM1",8
"GO:0016925","GO:0016925","protein sumoylation","2/459","68/18986",0.0294117647058824,1.21658336537229,0.281611921728741,0.492008571447128,0.755284258920861,0.715332698015235,"NSMCE4A/TRIM28",2
"GO:0035825","GO:0035825","homologous recombination","2/459","68/18986",0.0294117647058824,1.21658336537229,0.281611921728741,0.492008571447128,0.755284258920861,0.715332698015235,"HFM1/FANCM",2
"GO:0042058","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","2/459","68/18986",0.0294117647058824,1.21658336537229,0.281611921728741,0.492008571447128,0.755284258920861,0.715332698015235,"RALB/DGKD",2
